"title","subtitle","title_kana","artist","artist_kana","request_number","lyrics_start","original_key","remarks1","remarks1_kana","remarks2","remarks2_kana","model_code","genre_code","type_code","release_year","parent_song_id","artist_id","lite"
"[本人映像]新宝島","サブタイトルサブタイトルサブタイトルサブタイトル","ｼﾝﾀｶﾗｼﾞﾏ","サカナクション","ｻｶﾅｸｼｮﾝ","2703-04","nan","0","nan","nan","nan","nan","270","01","02","2020","S70231","A97484","0"
"[本人映像]ミュージック","サブタイトルサブタイトルサブタイトルサブタイトル","ﾐｭｰｼﾞｯｸ","サカナクション","ｻｶﾅｸｼｮﾝ","2703-05","nan","0","nan","nan","nan","nan","270","01","02","2020","S43237","A12357","0"
"[本人映像]忘れられないの","サブタイトルサブタイトルサブタイトルサブタイトル","ﾜｽﾚﾗﾚﾅｲﾉ","サカナクション","ｻｶﾅｸｼｮﾝ","2703-06","nan","0","nan","nan","nan","nan","270","01","02","2020","S62968","A16707","0"
"[本人映像]ショック!","サブタイトルサブタイトルサブタイトルサブタイトル","ｼｮｯｸ","サカナクション","ｻｶﾅｸｼｮﾝ","2703-07","nan","0","nan","nan","nan","nan","270","01","02","2020","S95472","A93274","0"
"[本人映像]上を向いて歩こう","サブタイトルサブタイトルサブタイトルサブタイトル","ｳｴｦﾑｲﾃｱﾙｺｳ","坂本九","ｻｶﾓﾄｷｭｳ","2703-08","nan","0","nan","nan","nan","nan","270","01","02","2020","S96779","A36164","0"
"[本人映像]旅立ちの日に","サブタイトルサブタイトルサブタイトルサブタイトル","ﾀﾋﾞﾀﾞﾁﾉﾋﾆ","さくら学院","ｻｸﾗｶﾞｸｲﾝ","2703-09","nan","0","nan","nan","nan","nan","270","01","02","2020","S16214","A17230","0"
"[本人映像]STAY TUNE","サブタイトルサブタイトルサブタイトルサブタイトル","ｽﾃｲﾁｭｰﾝ","Suchmos","ｻﾁﾓｽ","2703-10","nan","0","nan","nan","nan","nan","270","01","02","2020","S56276","A63822","0"
"[本人映像]世界はそれを愛と呼ぶんだぜ","サブタイトルサブタイトルサブタイトルサブタイトル","ｾｶｲﾊｿﾚｦｱｲﾄﾖﾌﾞﾝﾀﾞｾﾞ","サンボマスター","ｻﾝﾎﾞﾏｽﾀｰ","2703-11","nan","0","nan","nan","nan","nan","270","01","02","2020","S91108","A41137","0"
"[本人映像]あの微笑みを忘れないで","サブタイトルサブタイトルサブタイトルサブタイトル","ｱﾉﾎﾎｴﾐｦﾜｽﾚﾅｲﾃﾞ","ZARD","ｻﾞｰﾄﾞ","2703-12","nan","0","nan","nan","nan","nan","270","01","02","2020","S25521","A11775","0"
"[本人映像]君と夏フェス","サブタイトルサブタイトルサブタイトルサブタイトル","ｷﾐﾄﾅﾂﾌｪｽ","SHISHAMO","ｼｼｬﾓ","2703-13","nan","0","nan","nan","nan","nan","270","01","02","2020","S91016","A45637","0"
"[本人映像]明日も","サブタイトルサブタイトルサブタイトルサブタイトル","ｱｼﾀﾓ","SHISHAMO","ｼｼｬﾓ","2703-14","nan","0","nan","nan","nan","nan","270","01","02","2020","S54216","A51616","0"
"[本人映像]嘘","サブタイトルサブタイトルサブタイトルサブタイトル","ｳｿ","シド","ｼﾄﾞ","2703-15","nan","0","nan","nan","nan","nan","270","01","02","2020","S75382","A11888","0"
"[本人映像]レイン","サブタイトルサブタイトルサブタイトルサブタイトル","ﾚｲﾝ","シド","ｼﾄﾞ","2703-16","nan","0","nan","nan","nan","nan","270","01","02","2020","S22751","A65377","0"
"[本人映像]YUME日和","サブタイトルサブタイトルサブタイトルサブタイトル","ﾕﾒﾋﾞﾖﾘ","島谷ひとみ","ｼﾏﾀﾆﾋﾄﾐ","2703-17","nan","0","nan","nan","nan","nan","270","01","02","2020","S78536","A51307","0"
"[本人映像]ANGELUSｰアンジェラスｰ","サブタイトルサブタイトルサブタイトルサブタイトル","ｱﾝｼﾞｪﾗｽ","島谷ひとみ","ｼﾏﾀﾆﾋﾄﾐ","2703-18","nan","0","nan","nan","nan","nan","270","01","02","2020","S58706","A34330","0"
"[本人映像]366日","サブタイトルサブタイトルサブタイトルサブタイトル","ｻﾝﾋﾞｬｸﾛｸｼﾞｭｳﾛｸﾆﾁ","清水翔太feat.中曽根泉(HY)","ｼﾐｽﾞｼｮｳﾀﾌｨｰﾁｬﾘﾝｸﾞﾅｶｿﾈｲｽﾞﾐｴｲﾁﾜｲ","2703-19","nan","0","nan","nan","nan","nan","270","01","02","2020","S34775","A88379","0"
"[本人映像]SKILLｰ2015ｰ","サブタイトルサブタイトルサブタイトルサブタイトル","ｽｷﾙﾆｾﾝｼﾞｭｳｺﾞ","JAM Project","ｼﾞｬﾑﾌﾟﾛｼﾞｪｸﾄ","2703-20","nan","0","nan","nan","nan","nan","270","01","02","2020","S28228","A26921","0"
"[本人映像]シングルベッド","サブタイトルサブタイトルサブタイトルサブタイトル","ｼﾝｸﾞﾙﾍﾞｯﾄﾞ","シャ乱Q","ｼｬﾗﾝｷｭｰ","2703-21","nan","0","nan","nan","nan","nan","270","01","02","2020","S68823","A27516","0"
"[本人映像]月光花","サブタイトルサブタイトルサブタイトルサブタイトル","ｹﾞｯｺｳｶ","Janne Da Arc","ｼﾞｬﾝﾇﾀﾞﾙｸ","2703-22","nan","0","nan","nan","nan","nan","270","01","02","2020","S78254","A63538","0"
"[本人映像]Over Drive","サブタイトルサブタイトルサブタイトルサブタイトル","ｵｰﾊﾞｰﾄﾞﾗｲﾌﾞ","JUDY AND MARY","ｼﾞｭﾃﾞｨｱﾝﾄﾞﾏﾘｰ","2703-23","nan","0","nan","nan","nan","nan","270","01","02","2020","S34767","A13595","0"
"[本人映像]Here","サブタイトルサブタイトルサブタイトルサブタイトル","ﾋｱ","JUNNA","ｼﾞｭﾝﾅ","2703-24","nan","0","nan","nan","nan","nan","270","01","02","2020","S35073","A71302","0"
"[本人映像]Gee","サブタイトルサブタイトルサブタイトルサブタイトル","ｼﾞｰ","少女時代","ｼｮｳｼﾞｮｼﾞﾀﾞｲ","2703-25","nan","0","nan","nan","nan","nan","270","01","02","2020","S76698","A77315","0"
"[本人映像]MR.TAXI","サブタイトルサブタイトルサブタイトルサブタイトル","ﾐｽﾀｰﾀｸｼｰ","少女時代","ｼｮｳｼﾞｮｼﾞｱﾁﾞ","2703-26","nan","0","nan","nan","nan","nan","270","01","02","2020","S75976","A79406","0"
"[本人映像]純恋歌","サブタイトルサブタイトルサブタイトルサブタイトル","ｼﾞｭﾝﾚﾝｶ","湘南乃風","ｼｮｳﾅﾝﾉｶｾﾞ","2703-27","nan","0","nan","nan","nan","nan","270","01","02","2020","S58852","A42523","0"
"[本人映像]メフィスト","サブタイトルサブタイトルサブタイトルサブタイトル","ﾒﾌｨｽﾄ","女王蜂","ｼﾞｮｵｳﾊﾞﾁ","2703-28","nan","0","nan","nan","nan","nan","270","01","02","2020","S20640","A50483","0"
"[本人映像]ヴィーナス","サブタイトルサブタイトルサブタイトルサブタイトル","ﾋﾞｰﾅｽ","女王蜂","ｼﾞｮｵｳﾊﾞﾁ","2703-29","nan","0","nan","nan","nan","nan","270","01","02","2020","S41956","A83427","0"
"[本人映像]フライングゲット(EnglishVer.)","サブタイトルサブタイトルサブタイトルサブタイトル","ﾌﾗｲﾝｸﾞｹﾞｯﾄｲﾝｸﾞﾘｯｼｭﾊﾞｰｼﾞｮﾝ","GILLE","ｼﾞﾙ","2703-30","nan","0","nan","nan","nan","nan","270","01","02","2020","S96418","A22455","0"
"[本人映像]マタアイマショウ","サブタイトルサブタイトルサブタイトルサブタイトル","ﾏﾀｱｲﾏｼｮｳ","SEAMO","ｼｰﾓ","2703-31","nan","0","nan","nan","nan","nan","270","01","02","2020","S79730","A39840","0"
"[本人映像]Cry Baby","サブタイトルサブタイトルサブタイトルサブタイトル","ｸﾗｲﾍﾞｲﾋﾞｰ","SEAMO","ｼｰﾓ","2703-32","nan","0","nan","nan","nan","nan","270","01","02","2020","S82082","A66841","0"
"[本人映像]エジソン","サブタイトルサブタイトルサブタイトルサブタイトル","ｴｼﾞｿﾝ","水曜日のカンパネラ","ｽｲﾖｳﾋﾞﾉｶﾝﾊﾟﾈﾗ","2703-33","nan","0","nan","nan","nan","nan","270","01","02","2020","S14859","A20110","0"
"[本人映像]奏","サブタイトルサブタイトルサブタイトルサブタイトル","ｶﾅﾃﾞ","スキマスイッチ","ｽｷﾏｽｲｯﾁ","2703-34","nan","0","nan","nan","nan","nan","270","01","02","2020","S14601","A57433","0"
"[本人映像]全力少年","サブタイトルサブタイトルサブタイトルサブタイトル","ｾﾞﾝﾘｮｸｼｮｳﾈﾝ","スキマスイッチ","ｽｷﾏｽｲｯﾁ","2703-35","nan","0","nan","nan","nan","nan","270","01","02","2020","S40481","A44954","0"
"[本人映像]ボクノート","サブタイトルサブタイトルサブタイトルサブタイトル","ﾎﾞｸﾉｰﾄ","スキマスイッチ","ｽｷﾏｽｲｯﾁ","2703-36","nan","0","nan","nan","nan","nan","270","01","02","2020","S91016","A72205","0"
"[本人映像]ガラナ","サブタイトルサブタイトルサブタイトルサブタイトル","ｶﾞﾗﾅ","スキマスイッチ","ｽｷﾏｽｲｯﾁ","2703-37","nan","0","nan","nan","nan","nan","270","01","02","2020","S80200","A98140","0"
"[本人映像]DADDY!DADDY!DO!","サブタイトルサブタイトルサブタイトルサブタイトル","ﾀﾞﾃﾞｨﾀﾞﾃﾞｨﾄﾞｩ","鈴木雅之 feat.鈴木愛理","ｽｽﾞｷﾏｻﾕｷﾌｨｰﾁｬﾘﾝｸﾞｽｽﾞｷｱｲﾘ","2703-38","nan","0","nan","nan","nan","nan","270","01","02","2020","S49545","A25844","0"
"[本人映像]さよならエレジー","サブタイトルサブタイトルサブタイトルサブタイトル","ｻﾖﾅﾗｴﾚｼﾞｰ","菅田将暉","ｽﾀﾞﾏｻｷ","2703-39","nan","0","nan","nan","nan","nan","270","01","02","2020","S40310","A82528","0"
"[本人映像]虹","サブタイトルサブタイトルサブタイトルサブタイトル","ﾆｼﾞ","菅田将暉","ｽﾀﾞﾏｻｷ","2703-40","nan","0","nan","nan","nan","nan","270","01","02","2020","S80113","A36101","0"
"[本人映像]まちがいさがし","サブタイトルサブタイトルサブタイトルサブタイトル","ﾏﾁｶﾞｲｻｶﾞｼ","菅田将暉","ｽﾀﾞﾏｻｷ","2703-41","nan","0","nan","nan","nan","nan","270","01","02","2020","S86493","A21456","0"
"[本人映像]秒針を噛む","サブタイトルサブタイトルサブタイトルサブタイトル","ﾋﾞｮｳｼﾝｦｶﾑ","ずっと真夜中のでいいのに。","ｽﾞｯﾄﾏﾖﾅｶﾃﾞｲｲﾉﾆ","2703-42","nan","0","nan","nan","nan","nan","270","01","02","2020","S76062","A22571","0"
"[本人映像]スキスキ星人","サブタイトルサブタイトルサブタイトルサブタイトル","ｽｷｽｷｾｲｼﾞﾝ","すとぷり","ｽﾄﾌﾟﾘ","2703-43","nan","0","nan","nan","nan","nan","270","01","02","2020","S10564","A51815","0"
"[本人映像]おかえりらぶっ!","サブタイトルサブタイトルサブタイトルサブタイトル","ｵｶｴﾘﾗﾌﾞｯ","すとぷり","ｽﾄﾌﾟﾘ","2703-44","nan","0","nan","nan","nan","nan","270","01","02","2020","S89315","A33845","0"
"[本人映像]サムライハート(Smoe Like It Hot!!)","サブタイトルサブタイトルサブタイトルサブタイトル","ｻﾑﾗｲﾊｰﾄ","SPYAIR","ｽﾊﾟｲｴｱｰ","2703-45","nan","0","nan","nan","nan","nan","270","01","02","2020","S94674","A91678","0"
"[本人映像]Body &Soul","サブタイトルサブタイトルサブタイトルサブタイトル","ﾎﾞﾃﾞｨｱﾝﾄﾞｿｳﾙ","SPEED","ｽﾋﾟｰﾄﾞ","2703-46","nan","0","nan","nan","nan","nan","270","01","02","2020","S39681","A71788","0"
"[本人映像]my graduation","サブタイトルサブタイトルサブタイトルサブタイトル","ﾏｲｸﾞﾗﾃﾞｭｴｲｼｮﾝ","SPEED","ｽﾋﾟｰﾄﾞ","2703-47","nan","0","nan","nan","nan","nan","270","01","02","2020","S78270","A39922","0"
"[UGA]氷雨","サブタイトルサブタイトルサブタイトルサブタイトル","ﾋｻﾒｳｶﾞ","佳山明生","ｶﾔﾏｱｷｵ","2703-48","nan","0","nan","nan","nan","nan","270","01","01","2020","S99161","A54674","0"
"[UGA]やっぱ好きやねん","サブタイトルサブタイトルサブタイトルサブタイトル","ﾔｯﾊﾟｽｷﾔﾈﾝｳｶﾞ","やしきたかじん","ﾔｼｷﾀｶｼﾞﾝ","2703-49","nan","0","nan","nan","nan","nan","270","01","01","2020","S48485","A17250","0"
"[UGA]夜霧よ今夜も有難う","サブタイトルサブタイトルサブタイトルサブタイトル","ﾖｷﾞﾘﾖｺﾝﾔﾓｱﾘｶﾞﾄｳｳｶﾞ","石原裕次郎","ｲｼﾊﾗﾕｳｼﾞﾛｳ","2703-50","nan","0","nan","nan","nan","nan","270","01","01","2020","S80607","A42547","0"
"[UGA]恋のバカンス(本人映像)","サブタイトルサブタイトルサブタイトルサブタイトル","ｺｲﾉﾊﾞｶﾝｽｳｶﾞ","ザ・ピーナッツ","ｻﾞﾋﾟｰﾅｯﾂ","2703-51","nan","0","nan","nan","nan","nan","270","01","01","2020","S68605","A98307","0"
"[UGA]真赤な太陽(本人映像)","サブタイトルサブタイトルサブタイトルサブタイトル","ﾏｯｶﾅﾀｲﾖｳｳｶﾞ","美空ひばり","ﾐｿﾗﾋﾊﾞﾘ","2703-52","nan","0","nan","nan","nan","nan","270","01","01","2020","S22971","A73407","0"
"[UGA]三百六十五のマーチ","サブタイトルサブタイトルサブタイトルサブタイトル","ｻﾝﾋﾞｬｸﾛｸｼﾞｭｳﾛｸﾆﾁ","水前寺清子","ｽｲｾﾞﾝｼﾞｷﾖｺ","2703-53","nan","0","nan","nan","nan","nan","270","01","01","2020","S99119","A46044","0"
"[UGA]氷雨(本人映像)","サブタイトルサブタイトルサブタイトルサブタイトル","ﾋｻﾒｳｶﾞ","日野美歌","ﾋﾉﾐｶ","2703-54","nan","0","nan","nan","nan","nan","270","01","01","2020","S10159","A61927","0"
"[UGA]北酒場","サブタイトルサブタイトルサブタイトルサブタイトル","ｷﾀｻｶﾊﾞｳｶﾞ","細川たかし","ﾎｿｶﾜﾀｶｼ","2703-55","nan","0","nan","nan","nan","nan","270","01","01","2020","S92676","A23270","0"
"[UGA]愛人(本人映像)","サブタイトルサブタイトルサブタイトルサブタイトル","ｱｲｼﾞﾝｳｶﾞ","テレサ・テン","ﾃﾚｻﾃﾝ","2703-56","nan","0","nan","nan","nan","nan","270","01","01","2020","S36465","A95126","0"
"[UGA]みだれ髪(本人映像)","サブタイトルサブタイトルサブタイトルサブタイトル","ﾐﾀﾞﾚｶﾞﾐｳｶﾞ","美空ひばり","ﾐｿﾗﾋﾊﾞﾘ","2703-57","nan","0","nan","nan","nan","nan","270","01","01","2020","S84262","A57572","0"
"[UGA]舟唄","サブタイトルサブタイトルサブタイトルサブタイトル","ﾌﾅｳﾀｳｶﾞ","八代亜紀","ﾔｼﾛｱｷ","2703-58","nan","0","nan","nan","nan","nan","270","01","01","2020","S99470","A32561","0"
"[UGA]愛燦燦(本人映像)","サブタイトルサブタイトルサブタイトルサブタイトル","ｱｲｻﾝｻﾝｳｶﾞ","美空ひばり","ﾐｿﾗﾋﾊﾞﾘ","2703-59","nan","0","nan","nan","nan","nan","270","01","01","2020","S81727","A23816","0"
"[UGA]また逢う日まで","サブタイトルサブタイトルサブタイトルサブタイトル","ﾏﾀｱｳﾋﾏﾃﾞｳｶﾞ","尾崎紀世彦","ｵｻﾞｷｷﾖﾋｺ","2703-60","nan","0","nan","nan","nan","nan","270","01","01","2020","S21065","A53441","0"
"[UGA]喝采","サブタイトルサブタイトルサブタイトルサブタイトル","ｶｯｻｲｳｶﾞ","ちあきなおみ","ﾁｱｷﾅｵﾐ","2703-61","nan","0","nan","nan","nan","nan","270","01","01","2020","S69531","A82712","0"
"[UGA]川の流れのように(本人映像)","サブタイトルサブタイトルサブタイトルサブタイトル","ｶﾜﾉﾅｶﾞﾚﾉﾖｳﾆｳｶﾞ","美空ひばり","ﾐｿﾗﾋﾊﾞﾘ","2703-62","nan","0","nan","nan","nan","nan","270","01","01","2020","S11798","A20847","0"
"[UGA]天城越え","サブタイトルサブタイトルサブタイトルサブタイトル","ｱﾏｷﾞｺﾞｴｳｶﾞ","石川さゆり","ｲｼｶﾜｻﾕﾘ","2703-63","nan","0","nan","nan","nan","nan","270","01","01","2020","S49722","A66612","0"
"[UGA]時の流れに身をまかせ(本人映像)","サブタイトルサブタイトルサブタイトルサブタイトル","ﾄｷﾉﾅｶﾞﾚﾆﾐｦﾏｶｾｳｶﾞ","テレサ・テン","ﾃﾚｻﾃﾝ","2703-64","nan","0","nan","nan","nan","nan","270","01","01","2020","S30333","A24288","0"
"[UGA]津軽海峡・冬景色","サブタイトルサブタイトルサブタイトルサブタイトル","ﾂｶﾞﾙｶｲｷｮｳﾌﾕｹﾞｼｷｳｶﾞ","石川さゆり","ｲｼｶﾜｻﾕﾘ","2703-65","nan","0","nan","nan","nan","nan","270","01","01","2020","S98700","A53514","0"
"[本人映像]はいよろこんで","サブタイトルサブタイトルサブタイトルサブタイトル","ﾊｲﾖﾛｺﾝﾃﾞ","こっちのけんと","ｺｯﾁﾉｹﾝﾄ","2703-66","nan","0","nan","nan","nan","nan","270","01","02","2020","S90556","A61043","0"
"[UGA]俺ら東京さ行ぐだ(本人映像)","サブタイトルサブタイトルサブタイトルサブタイトル","ｵﾗﾄｳｷｮｳｻｲｸﾞﾀﾞｳｶﾞ","吉幾三","ﾖｼｲｸｿﾞｳ","2703-67","nan","0","nan","nan","nan","nan","270","01","01","2020","S90991","A92150","0"
"[UGA]あの鐘を鳴らすのはあなた","サブタイトルサブタイトルサブタイトルサブタイトル","ｱﾉｶﾈｦﾅﾗｽﾉﾊｱﾅﾀｳｶﾞ","和田アキ子","ﾜﾀﾞｱｷｺ","2703-68","nan","0","nan","nan","nan","nan","270","01","01","2020","S29438","A63837","0"
"[UGA]いい日旅立ち","サブタイトルサブタイトルサブタイトルサブタイトル","ｲｲﾋﾀﾋﾞﾀﾞﾁｳｶﾞ","谷村新司","ﾀﾆﾑﾗｼﾝｼﾞ","2703-69","nan","0","nan","nan","nan","nan","270","01","01","2020","S14791","A76789","0"
"[UGA]海 その愛","サブタイトルサブタイトルサブタイトルサブタイトル","ｳﾐｿﾉｱｲｳｶﾞ","加山雄三","ｶﾔﾏﾕｳｿﾞｳ","2703-70","nan","0","nan","nan","nan","nan","270","01","01","2020","S72976","A44442","0"
"[UGA]橋(本人映像)","サブタイトルサブタイトルサブタイトルサブタイトル","ﾊｼｳｶﾞ","北島三郎","ｷﾀｼﾞﾏｻﾌﾞﾛｳ","2703-71","nan","0","nan","nan","nan","nan","270","01","01","2020","S93692","A75693","0"
"[UGA]嵐を呼ぶ男","サブタイトルサブタイトルサブタイトルサブタイトル","ｱﾗｼｦﾖﾌﾞｵﾄｺｳｶﾞ","石原裕次郎","ｲｼﾊﾗﾕｳｼﾞﾛｳ","2703-72","nan","0","nan","nan","nan","nan","270","01","01","2020","S61440","A20357","0"
"[ｱﾆﾒ映像]翔べ!ガンダム","サブタイトルサブタイトルサブタイトルサブタイトル","ﾄﾍﾞｶﾞﾝﾀﾞﾑ","池田鴻/フィーリングフリー/ミュージッククリエイション","ｲｹﾀﾞｺｳ","2703-73","nan","0","機動戦士ガンダム","nan","nan","nan","270","01","04","2020","S57095","A57918","0"
"[本人映像]舟唄","サブタイトルサブタイトルサブタイトルサブタイトル","ﾌﾅｳﾀｳｶﾞ","八代亜紀","ﾔｼﾛｱｷ","2703-74","nan","0","nan","nan","nan","nan","270","01","02","2020","S59721","A21160","0"
"[LIVE]DANCING QUEEN","サブタイトルサブタイトルサブタイトルサブタイトル","ﾀﾞﾝｼﾝｸﾞｸｲｰﾝ","ABBA","ｱﾊﾞ","2703-75","nan","0","nan","nan","nan","nan","270","01","03","2020","S95731","A61056","0"
"[本人映像]MAMMA MIA","サブタイトルサブタイトルサブタイトルサブタイトル","ﾏﾝﾏﾐｱ","ABBA","ｱﾊﾞ","2703-76","nan","0","nan","nan","nan","nan","270","01","02","2020","S20309","A31402","0"
"[本人映像]Let It Go","サブタイトルサブタイトルサブタイトルサブタイトル","ﾚｯﾄｲｯﾄｺﾞｰ","Idina Menzel","ｲﾃﾞｨﾅﾒﾝﾂｪﾙ","2703-77","nan","0","nan","nan","nan","nan","270","01","02","2020","S30195","A50578","0"
"[本人映像]TAKE ME HOME COUNTRY ROADS","サブタイトルサブタイトルサブタイトルサブタイトル","ﾃｲｸﾐｰﾎｰﾑｶﾝﾄﾘｰﾛｰﾄﾞ","OLIVIA NEWTON-JOHN","ｵﾘﾋﾞｱﾆｭｰﾄﾝｼﾞｮﾝ","2703-78","nan","0","nan","nan","nan","nan","270","01","02","2020","S63031","A29689","0"
"[本人映像]Gangnam Style","サブタイトルサブタイトルサブタイトルサブタイトル","ｶﾝﾅﾑｽﾀｲﾙ","PSY","ｻｲ","2703-79","nan","0","nan","nan","nan","nan","270","01","02","2020","S84430","A84530","0"
"[本人映像]Gentleman","サブタイトルサブタイトルサブタイトルサブタイトル","ｼﾞｪﾝﾄﾙﾏﾝ","PSY","ｻｲ","2703-80","nan","0","nan","nan","nan","nan","270","01","02","2020","S93465","A72429","0"
"[本人映像]MY HEART WILL GO ON","サブタイトルサブタイトルサブタイトルサブタイトル","ﾏｲﾊｰﾄｳｨﾙｺﾞｰｵﾝ","CLINE DION","ｾﾘｰﾇﾃﾞｨｵﾝ","2703-81","nan","0","nan","nan","nan","nan","270","01","02","2020","S37708","A49863","0"
"[本人映像]WE ARE NEVER GETTING BACK TOGETHER","サブタイトルサブタイトルサブタイトルサブタイトル","ｳｨｰｱｰﾈﾊﾞｰｹﾞｯﾃｨﾝｸﾞﾊﾞｯｸﾄｷﾞｬｻﾞｰ","TAYLOR SWIFT","ﾃｲﾗｰｽｲﾌﾄ","2703-82","nan","0","nan","nan","nan","nan","270","01","02","2020","S68270","A65142","0"
"[本人映像]SHAKE IT OFF","サブタイトルサブタイトルサブタイトルサブタイトル","ｼｪｲｸｲｯﾄｵﾌ","TAYLOR SWIFT","ﾃｲﾗｰｽｲﾌﾄ","2703-83","nan","0","nan","nan","nan","nan","270","01","02","2020","S53853","A32573","0"
"[本人映像]CAN'T TAKE MY EYES OFF YOU","サブタイトルサブタイトルサブタイトルサブタイトル","ｷｬﾝﾄﾃｲｸﾏｲｱｲｽﾞｵﾌﾞﾕｰ","BOYS TOWN GANG","ﾎﾞｰｲｽﾞﾀｳﾝｷﾞｬﾝｸﾞ","2703-84","nan","0","nan","nan","nan","nan","270","01","02","2020","S66967","A13541","0"
"[本人映像]All I Want For Christmas Is You","サブタイトルサブタイトルサブタイトルサブタイトル","ｵｰﾙｱｲｳｫﾝﾄﾌｫｰｸﾘｽﾏｽｲｽﾞﾕｰ","MARIAH CAREY","ﾏﾗｲｱｷｬﾘｰ","2703-85","nan","0","nan","nan","nan","nan","270","01","02","2020","S85238","A11361","0"
"[LIVE]DANCING QUEEN","サブタイトルサブタイトルサブタイトルサブタイトル","ﾀﾞﾝｼﾝｸﾞｸｲｰﾝ","ABBA","ｱﾊﾞ","2703-86","nan","0","nan","nan","nan","nan","270","01","03","2020","S67821","A58768","0"
"[本人映像]MAMMA MIA","サブタイトルサブタイトルサブタイトルサブタイトル","ﾏﾝﾏﾐｱ","ABBA","ｱﾊﾞ","2703-87","nan","0","nan","nan","nan","nan","270","01","02","2020","S18403","A67542","0"
"[本人映像]Let It Go","サブタイトルサブタイトルサブタイトルサブタイトル","ﾚｯﾄｲｯﾄｺﾞｰ","Idina Menzel","ｲﾃﾞｨﾅﾒﾝﾂｪﾙ","2703-88","nan","0","nan","nan","nan","nan","270","01","02","2020","S86676","A81714","0"
"[本人映像]TAKE ME HOME COUNTRY ROADS","サブタイトルサブタイトルサブタイトルサブタイトル","ﾃｲｸﾐｰﾎｰﾑｶﾝﾄﾘｰﾛｰﾄﾞ","OLIVIA NEWTONｰJOHN","ｵﾘﾋﾞｱﾆｭｰﾄﾝｼﾞｮﾝ","2703-89","nan","0","nan","nan","nan","nan","270","01","02","2020","S57816","A50270","0"
"[LIVE]WE ARE THE CHAMPIONS","サブタイトルサブタイトルサブタイトルサブタイトル","ｳｨｰｱｰｻﾞﾁｬﾝﾋﾟｵﾝｽﾞ","QUEEN","ｸｲｰﾝ","2703-90","nan","0","nan","nan","nan","nan","270","01","03","2020","S15237","A18053","0"
"[LIVE]WE WILL ROCK YOU","サブタイトルサブタイトルサブタイトルサブタイトル","ｳｨｰｳｨﾙﾛｯｸﾕｰ","QUEEN","ｸｲｰﾝ","2703-91","nan","0","nan","nan","nan","nan","270","01","03","2020","S65395","A68293","0"
"[本人映像]DON'T STOP ME NOW","サブタイトルサブタイトルサブタイトルサブタイトル","ﾄﾞﾝﾄｽﾄｯﾌﾟﾐｰﾅｳ","QUEEN","ｸｲｰﾝ","2703-92","nan","0","nan","nan","nan","nan","270","01","02","2020","S41206","A52718","0"
"[LIVE]BOHEMIAN RHAPSODY","サブタイトルサブタイトルサブタイトルサブタイトル","ﾎﾞﾍﾐｱﾝﾗﾌﾟｿﾃﾞｨ","QUEEN","ｸｲｰﾝ","2703-93","nan","0","nan","nan","nan","nan","270","01","03","2020","S89662","A11455","0"
"[本人映像]Gangnam Style","サブタイトルサブタイトルサブタイトルサブタイトル","ｶﾝﾅﾑｽﾀｲﾙ","PSY","ｻｲ","2703-94","nan","0","nan","nan","nan","nan","270","01","02","2020","S27836","A36916","0"
"[本人映像]Gentleman","サブタイトルサブタイトルサブタイトルサブタイトル","ｼﾞｪﾝﾄﾙﾏﾝ","PSY","ｻｲ","2703-95","nan","0","nan","nan","nan","nan","270","01","02","2020","S41682","A18689","0"
"[本人映像]TAKE ME HOME, COUNTRY ROADS","サブタイトルサブタイトルサブタイトルサブタイトル","ﾃｲｸﾐｰﾎｰﾑｶﾝﾄﾘｰﾛｰﾄﾞ","JOHN DENVER","ｼﾞｮﾝﾃﾞﾝﾊﾞｰ","2703-96","nan","0","nan","nan","nan","nan","270","01","02","2020","S92275","A74778","0"
"[本人映像]MY HEART WILL GO ON","サブタイトルサブタイトルサブタイトルサブタイトル","ﾏｲﾊｰﾄｳｨﾙｺﾞｰｵﾝ","CELINE DION","ｾﾘｰﾇﾃﾞｨｵﾝ","2703-97","nan","0","nan","nan","nan","nan","270","01","02","2020","S58147","A71583","0"
"[本人映像]WE ARE NEVER EVER GETTING BACK TOGETHER","サブタイトルサブタイトルサブタイトルサブタイトル","ｳｨｰｱｰﾈﾊﾞｰｹﾞｯﾃｨﾝｸﾞﾊﾞｯｸﾄｷﾞｬｻﾞｰ","TAYLOR SWIFT","ﾃｲﾗｰｽｲﾌﾄ","2703-98","nan","0","nan","nan","nan","nan","270","01","02","2020","S82527","A52100","0"
"[本人映像]SHAKE IT OFF","サブタイトルサブタイトルサブタイトルサブタイトル","ｼｪｲｸｲｯﾄｵﾌ","TAYLOR SWIFT","ﾃｲﾗｰｽｲﾌﾄ","2703-99","nan","0","nan","nan","nan","nan","270","01","02","2020","S29486","A22175","0"
"[本人映像]I WILL ALWAYS LOVE YOU","サブタイトルサブタイトルサブタイトルサブタイトル","ｱｲｳｨﾙｵｰﾙｳｪｲｽﾞﾗﾌﾞﾕｰ","WHITNEY HOUSTON","ﾎｲｯﾄﾆｰﾋｭｰｽﾄﾝ","2704-01","nan","0","nan","nan","nan","nan","270","01","02","2020","S57339","A68614","0"
